requirement_id,family,requirement_record_sha256,owner,accountable_owner,required_approvers,verification_methods,primary_design,primary_work_package,supporting_work_packages,phase,supporting_phases,entry_gate,acceptance_gate,supporting_gates,test_target,result_target,approval_status,approval_reference
SEC-004,SEC,9ccbf87bd69643344077cb7b1efdbdc77c772f202bf52612ce4f7cb659a93d0b,SO,SO,"GA, SY, RO, MO, SA, SO",T,security/SECURITY_ARCHITECTURE.md,NG-WP-01,NG-WP-02;NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-004,NGR-SEC-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-005,SEC,b6f5dc99cbd1d2efffdbd65f2092d29213b0e66f4f613a0e4ad6b47fdd39ea84,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-01,NG-WP-02;NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-005,NGR-SEC-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-006,SEC,18326a6c624c884e68c816b349b0f1cf56844e280294c30cab9f8a6713e92db8,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-01,NG-WP-02;NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-006,NGR-SEC-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-007,SEC,42ae238c6c6c2e16c43cfc6861a29bd6a330d58589c7e4ff019955ce2fc03290,SO,SO,"GA, SY, RO, MO, SA, SO","T,D",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-007,NGR-SEC-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-008,SEC,e36c953d63c87744bdfbf1208a952dded119b2d2354c58670cf2c24f771d22f9,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-008,NGR-SEC-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-009,SEC,19c3c821a9e98974b1e40c83225d8892211ec7b9807fe1024eaf9e9085ffb0db,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-009,NGR-SEC-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-010,SEC,3de97856e4666ae6808fcb55d74df34745e06fc9276a96afccd5a73e1085a8d0,SO,SO,"GA, SY, RO, MO, SA, SO",T,security/SECURITY_ARCHITECTURE.md,NG-WP-01,NG-WP-02;NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-010,NGR-SEC-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-011,SEC,3edcc3351bc9e06254e87b07272db93b68a20339272c0dcbdbe75c52bec3e031,SO,SO,"GA, SY, RO, MO, SA, SO","T,E",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-011,NGR-SEC-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-012,SEC,9cce36e083ee7561fb72aff207ade5c526783210bc14edae00e7e6c809008c01,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-012,NGR-SEC-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-013,SEC,93e8076783b6d398d65de5c1fb9049c202b48e8d76374c44a00d95bd3a838ba0,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-013,NGR-SEC-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-014,SEC,a5eb3035cab12646cd7ae6843c4b780fe6d3df2fb0ff931e65f930a406a4c1a9,SO,SO,"GA, SY, RO, MO, SA, SO",T,security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-014,NGR-SEC-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-015,SEC,1bca9a60d8446bdfe477712f6f4367b2f03bb6dc9f6bcb47687ea35973b1fe18,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-015,NGR-SEC-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-016,SEC,0f5f3d78c8fd44258a24fde5d24378703f8864d4844646f6b1dde32b81fa2cee,CM,CM,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-016,NGR-SEC-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-017,SEC,91c531c9f5baa8a339f5f1976309457d53ea7f0317c03487f476e16a03c5a41d,SO,SO,"GA, SY, RO, MO, SA, SO",T,security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-017,NGR-SEC-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-018,SEC,f601e0c8e5ec926c13d89077289e0d02a33fd6da045dd17d74da870c78abf356,SO,SO,"GA, SY, RO, MO, SA, SO","I,E",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-018,NGR-SEC-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-019,SEC,d24844f8d5c6f6b37ab6be12884514b118c130caddf9dc636f7bf2b946e92860,SO,SO,"GA, SY, RO, MO, SA, SO","T,E",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-019,NGR-SEC-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-020,SEC,eb61079eb700d7d2a181eacf0179e00797946122bc43e16b0955b33833113997,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-020,NGR-SEC-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-021,SEC,cdae7de1903f30c0327ab5a4571af3bcdf7160fb8e1bec8fc934f0d05f7a5882,SO,SO,"GA, SY, RO, MO, SA, SO",I,security/SECURITY_ARCHITECTURE.md,NG-WP-02,NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-021,NGR-SEC-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-022,SEC,16bff417ee1098aa44698afd122b5dbc8923f2b9b931701e70a3b3ab6ac3fe8e,AS/QL,PENDING_OWNER_SELECTION,"GA, SY, RO, AS, SO","I,E",security/NIST_REQUIREMENT_ASSESSMENT_MATRIX.md,NG-WP-06,NG-WP-08,8,,G0,G5,,NGV-SEC-022,NGR-SEC-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-023,SEC,35f0a86cb8f89677b75f462c597058d81733c25018dc7164436cb54b449ca3d5,AS/SO,PENDING_OWNER_SELECTION,"GA, SY, RO, AS, SO","I,E",security/NIST_REQUIREMENT_ASSESSMENT_MATRIX.md,NG-WP-06,NG-WP-08,8,,G0,G5,,NGV-SEC-023,NGR-SEC-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-001,OPS,80610d10c421b8000ccc8eb2f94ff17474c9ae0382c438f91297325863571283,PO,PO,"PO, MO, SA, SO","I,E",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-001,NGR-OPS-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-002,OPS,15ace705848bb5611a287917f15efb809d4259788fb97cfdcce4991d0f50010b,SO,SO,"PO, MO, SA, SO","I,T",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-002,NGR-OPS-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-003,OPS,6327ffb66e49323654ae9aa402ea53243c3a85214b5fb1c1b35dcb56be964ad6,SO,SO,"PO, MO, SA, SO",T,operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-003,NGR-OPS-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-004,OPS,9122b15f6f31388c78e5c4bf075c1b63efac8d892f62ceb3b82ddc3a9c13a278,MO,MO,"PO, MO, SA, SO","T,E",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-004,NGR-OPS-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-005,OPS,ecc269c3f402470c932776acbcc6540ff3732e0529d99bb9a6b243c74cf79fe3,QL,QL,"PO, MO, SA, SO","T,E",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-005,NGR-OPS-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-006,OPS,bed261afc955bae1cff90e89cededd152f9aa0d251b52bdb5bb763740285a441,MO,MO,"PO, MO, SA, SO","I,E",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-006,NGR-OPS-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-007,OPS,ce7ad8d37b71fd2e09d27f88f401cae74e4ec81d6435f56e1fc85ad6401305a1,SO,SO,"PO, MO, SA, SO","I,T",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-007,NGR-OPS-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-008,OPS,33193789fda9d46b0485f5953fb3efdedcdd255256427f50da5f75de039363ef,CM,CM,"PO, MO, SA, SO","D,T",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-008,NGR-OPS-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-009,OPS,55ca152b31ae050f48dcb33bf92527962ea1fec0e9e170aa7e4c256e0ebf2436,SA,SA,"PO, MO, SA, SO",A,operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-009,NGR-OPS-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
OPS-010,OPS,fe7887d08aab444136a29ea1afaf1f3df54d694a34cc3ca8247a5204a407e649,SO,SO,"PO, MO, SA, SO","I,T",operations/OPERATIONS_AND_OBSERVABILITY.md,NG-WP-07,NG-WP-08,7,,G0,G8,,NGV-OPS-010,NGR-OPS-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-001,COMP,07548a3f007530c6c2a02e167930c18ad7e7555a40d84ab144f679fae7185cc0,QL,QL,"LA, DA, MO, QL, CM",I,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-001,NGR-COMP-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-002,COMP,1c79cd8eb317a8f3574ab07ce0f9076d6f5e71ccb70798a62c43440f3ff46459,LA,LA,"LA, DA, MO, QL, CM",I,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-002,NGR-COMP-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-003,COMP,2f00c4958d6bf91496d0a093aa6ba3f881a398a0310550fbdacf9d17effc8fc6,QL,QL,"LA, DA, MO, QL, CM",I,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-003,NGR-COMP-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-004,COMP,7b20947d68b4d79e49634412b0b63bde9644d5948b50a834921d3ead29654cd8,LA,LA,"LA, DA, MO, QL, CM","I,T",requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-004,NGR-COMP-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-005,COMP,194ae41e3b5350aea24515a92d068f224ca2f14b7fd7626b70630a83cfc15846,LA,LA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-005,NGR-COMP-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-006,COMP,7c039610ed857fdd966b66762eff02fe588956b834fa1ff2456839d34e5e6bc8,LA,LA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-006,NGR-COMP-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-007,COMP,0668dca451c6f1a99beb5b4fd65e416a25a6fd925a316e2e3718ba5076974325,DA,DA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-007,NGR-COMP-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-008,COMP,894c0c793f4bea116cf09875c50b7ead80bfa03b4c627a23d986f01473ba2e99,LA,LA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-008,NGR-COMP-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-009,COMP,8bd6003b24399b40ec9b4c1bbb1aa5eb35eda1e75323ec4c779b521c9bc6577d,MO,MO,"LA, DA, MO, QL, CM","I,D",requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-009,NGR-COMP-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-010,COMP,e49372ecb425fcda952139a47d0620e5fe605322a1a378ace77ef3c0d66dcf59,QL,QL,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-010,NGR-COMP-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-011,COMP,a39b6b85faa1619dbef6fe451e744dae0c4ea0637a2516d38f229cf9d82c53b4,LA,LA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-011,NGR-COMP-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-012,COMP,77a78291f301f65508794c6784435e5eefd9e7325ba0dd2c947da003d121eea6,MO,MO,"LA, DA, MO, QL, CM",I,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-012,NGR-COMP-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-013,COMP,559994475c0fde4be26c64ca0dc609011dd549d6df402c9ce1e272a732ec110e,CM,CM,"LA, DA, MO, QL, CM","I,T",requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-013,NGR-COMP-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-014,COMP,01df58d17cf086bc94d5c1acb9ac5820d823a9def3e11fd2bd3b6f387daf47e2,QL,QL,"LA, DA, MO, QL, CM",I,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-014,NGR-COMP-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-015,COMP,f7b0f9851aee9635429243c6b34c250b27cfb23837b850907134bf150b088532,LA,LA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-015,NGR-COMP-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-016,COMP,7be166da60fdcd5e2e93e70179727cce4cb4cb7edd9ae2ead1aed60af398cb04,SO,SO,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-016,NGR-COMP-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-017,COMP,79b3c8c906ac3ae1b4ededed22af05b672cd2e612d9a6d1f669b68b729c82c36,LA,LA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-017,NGR-COMP-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-018,COMP,df49ae63d6b1f225a66bdaaf4b658652e7a59e9e8f518a07de21f9ac88f5821c,LA,LA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-018,NGR-COMP-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-019,COMP,94e0934271137dd545ad91ebcbc826e01a28a7f63aff7180b251cb7316108548,QL,QL,"LA, DA, MO, QL, CM","T,D",requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-019,NGR-COMP-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-020,COMP,47a631becdda07d5d9647f58ba4147a4f624ec6bbe88146c8d8344592b66c4ef,MO,MO,"LA, DA, MO, QL, CM","T,D",requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-020,NGR-COMP-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-021,COMP,57f7cf1aefb51866a9ec98a21d27c1bf472945eba667ba10ae5179d0a16eb248,DA,DA,"LA, DA, MO, QL, CM",T,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-021,NGR-COMP-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COMP-022,COMP,bdb17a52e22fbc4ddbb0d8bb327c31e9955ae08caf1503431e54952a00fce9f4,LA,LA,"LA, DA, MO, QL, CM",I,requirements/COMPATIBILITY_LEDGER.md,NG-WP-00,NG-WP-02;NG-WP-03;NG-WP-08,0,,G0,G3,,NGV-COMP-022,NGR-COMP-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-001,DEP,a818599148e0c7e8d5ed8560037a9c3840728d9e042edf34dfe6d0858b40b509,CM,CM,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-001,NGR-DEP-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-002,DEP,5f68689abab30b05a2c42869066e047c8e69d85493615c9d97c6a04fd5e165e6,SA,SA,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-002,NGR-DEP-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-003,DEP,6ae6e8c71a38b6cb4c2c5c74ae2c265c04ff8276b0de636b0764aeeef01d47e5,SA,SA,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-003,NGR-DEP-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-004,DEP,0185551981d8009d24dfe951f69189404c8ca822ae2ca1af3c6c9e15ef695f7c,SA,SA,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-004,NGR-DEP-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-005,DEP,f157a45959bffa6b8a17f8e2d0def67cb8c9901b88d587dc8cb4f9a5da60ef35,SA,SA,"PO, MO, SA, SO, CM","D,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-005,NGR-DEP-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-006,DEP,b76792b240bf49dab64e9168396b3ae5dcc705e895a101996f12e7b4218d239a,SA,SA,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-006,NGR-DEP-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-007,DEP,25078480f9b27c5d313544fd12a6824a7dd40595fdcececf31cdf4934db4368c,SA,SA,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-007,NGR-DEP-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-008,DEP,d10cf3e2acf0400633dbf20729647a6ce11576a3dc4b0ef60a64d5e16194e369,CM,CM,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-008,NGR-DEP-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-009,DEP,5821c1a7d901a755df7f3005deaca6f763e7f7123c6b51ab5ee96048a2606765,CM,CM,"PO, MO, SA, SO, CM",T,architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-009,NGR-DEP-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-010,DEP,a67bbebf18d1272323d1b0aee5828f08f3017d7854359ba351571ede9877efdb,SO,SO,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-010,NGR-DEP-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-011,DEP,f3b804070f2c4f4413042bb7de63fc79a63795d4c9e3f2f3417e0c91db0adeb5,CM,CM,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-011,NGR-DEP-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-012,DEP,7aac675108b7b7f11a9208e98aad7e5d532aba271a2cbcf47385850a8721a938,SA,SA,"PO, MO, SA, SO, CM","T,A",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-012,NGR-DEP-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-013,DEP,050e6ee4b9a67ce1f14a8ec751924dfce69e37e017879a4420f472238f0dac2d,SA,SA,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-013,NGR-DEP-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-014,DEP,4252be24b82c84718547083614219a38e5fb5412448e9e2e6ab7ebea1d75d573,SO,SO,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-014,NGR-DEP-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-015,DEP,05d18ab24300a03315494ba7a840244f5fd6bcec25da3d9ce46fd49f4afede38,SO,SO,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-015,NGR-DEP-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
